site,BIODICAPT_ID,conduite,culture,LON,LAT,network,geometry,temperature,land_cover,theta,presence_absence,observation
ABSYS,BDC_VSF_P01,AB,vigne,3.79066332592101,43.6123397621344,MONTPELLIER,3.79066332592101|43.6123397621344,10.4487552642822,Agro-natural fields,0.436292237183313,0,Species not observed
ABSYS,BDC_VSF_P02,AB,vigne,3.8736196862758,43.7192264896758,MONTPELLIER,3.8736196862758|43.7192264896758,10.3069400787354,Agro-natural fields,0.275818381063354,1,Species observed
ABSYS,BDC_VSF_P03,AB,vigne,3.51255760836656,43.5784113138827,MONTPELLIER,3.51255760836656|43.5784113138827,10.5544986724854,Agro-natural fields,0.567704919107126,1,Species observed
ABSYS,BDC_VSF_P04,AB,vigne,3.58626090657399,43.5673717317173,MONTPELLIER,3.58626090657399|43.5673717317173,10.5544986724854,Agro-natural fields,0.567704919107126,0,Species not observed
ABSYS,BDC_VSF_P05,AB,vigne,3.98895771062642,43.7909032910608,MONTPELLIER,3.98895771062642|43.7909032910608,10.2876224517822,Agro-natural fields,0.256948870226777,0,Species not observed
ABSYS,BDC_VSF_P06,AB,vigne,3.96292095252878,43.8136934968018,MONTPELLIER,3.96292095252878|43.8136934968018,9.8115177154541,Agro-natural fields,0.0309959745667035,0,Species not observed
CEFE,BDC_VSF_P07,AB,vigne,3.58174539510739,43.7087070332155,MONTPELLIER,3.58174539510739|43.7087070332155,8.75176429748535,Agro-natural fields,0.000159839820642742,0,Species not observed
CEFE,BDC_VSF_P08,AB,vigne,3.63628777443452,43.7003947128235,MONTPELLIER,3.63628777443452|43.7003947128235,9.4077091217041,Agro-natural fields,0.00422941002032038,0,Species not observed
CEFE,BDC_VSF_P09,CONVENTIONNELLE,vigne,3.87763291818334,43.7524569055046,MONTPELLIER,3.87763291818334|43.7524569055046,10.3069400787354,Agro-natural fields,0.275818381063354,0,Species not observed
CEFE,BDC_VSF_P10,AB,vigne,4.01262235256094,43.6821514530007,MONTPELLIER,4.01262235256094|43.6821514530007,11.0830631256104,Agro-natural fields,0.948598370826574,1,Species observed
CEFE,BDC_VSF_P11,AB,vigne,3.98833487401001,43.8586895566435,MONTPELLIER,3.98833487401001|43.8586895566435,10.2876224517822,Agro-natural fields,0.256948870226777,0,Species not observed
CEFE,BDC_VSF_P12,CONVENTIONNELLE,vigne,3.95412943726849,43.7665611863085,MONTPELLIER,3.95412943726849|43.7665611863085,10.3069400787354,Agro-natural fields,0.275818381063354,1,Species observed
CEFE,BDC_VSF_P13,CONVENTIONNELLE,vigne,4.09490119165675,43.7637729332196,MONTPELLIER,4.09490119165675|43.7637729332196,10.6536808013916,Agro-natural fields,0.683175547313304,1,Species observed
CEFE,BDC_VSF_P14,CONVENTIONNELLE,vigne,4.04817345444938,43.8856694010916,MONTPELLIER,4.04817345444938|43.8856694010916,9.89913368225098,Agro-natural fields,0.0472305696383237,0,Species not observed
CEFE,BDC_VSF_P15,CONVENTIONNELLE,vigne,3.90895149732337,43.8936234083583,MONTPELLIER,3.90895149732337|43.8936234083583,9.48012733459473,Agro-natural fields,0.00606363743021771,0,Species not observed
CEFE,BDC_VSF_P16,CONVENTIONNELLE,vigne,4.12137103619482,43.8102217714606,MONTPELLIER,4.12137103619482|43.8102217714606,10.2400455474854,Agro-natural fields,0.214203347288397,1,Species observed
CEFE,BDC_VSF_P17,AB,vigne,4.07418722577649,43.8670333477314,MONTPELLIER,4.07418722577649|43.8670333477314,10.2876224517822,Agro-natural fields,0.256948870226777,0,Species not observed
CEFE,BDC_VSF_P18,CONVENTIONNELLE,vigne,3.91728617060767,43.7001613957002,MONTPELLIER,3.91728617060767|43.7001613957002,10.3069400787354,Agro-natural fields,0.275818381063354,1,Species observed
CEFE,BDC_VSF_P19,CONVENTIONNELLE,vigne,3.92727453288584,43.88331112632,MONTPELLIER,3.92727453288584|43.88331112632,9.48012733459473,Agro-natural fields,0.00606363743021771,0,Species not observed
CEFE,BDC_VSF_P20,CONVENTIONNELLE,vigne,3.95070671559905,43.7635009725508,MONTPELLIER,3.95070671559905|43.7635009725508,10.3069400787354,Agro-natural fields,0.275818381063354,0,Species not observed
CEFE,BDC_VSF_P21,CONVENTIONNELLE,vigne,3.48677342447134,43.508340801889,MONTPELLIER,3.48677342447134|43.508340801889,10.9157962799072,Agro-natural fields,0.888843434618265,1,Species observed
CEFE,BDC_VSF_P22,CONVENTIONNELLE,vigne,3.58540990407993,43.5425010228974,MONTPELLIER,3.58540990407993|43.5425010228974,10.5544986724854,Agro-natural fields,0.567704919107126,0,Species not observed
ABSYS,BDC_VSF_P23,AB,vigne,3.38542958054756,43.5633034337176,MONTPELLIER,3.38542958054756|43.5633034337176,10.3053531646729,Agro-natural fields,0.274236331770916,0,Species not observed
CEFE,BDC_VSF_P24,AB,vigne,3.72166364234226,43.5975340299994,MONTPELLIER,3.72166364234226|43.5975340299994,10.9461002349854,Agro-natural fields,0.902955284358109,1,Species observed
CEFE,BDC_VSF_P25,CONVENTIONNELLE,vigne,3.79722823517206,43.626789935363,MONTPELLIER,3.79722823517206|43.626789935363,10.4487552642822,Agro-natural fields,0.436292237183313,0,Species not observed
LISAH,BDC_VSF_P26,CONVENTIONNELLE,vigne,3.27103759570432,43.4686540273951,MONTPELLIER,3.27103759570432|43.4686540273951,10.4657535552979,Agro-natural fields,0.457296234391063,0,Species not observed
LISAH,BDC_VSF_P27,CONVENTIONNELLE,vigne,3.36395674325516,43.4239465355868,MONTPELLIER,3.36395674325516|43.4239465355868,10.8297061920166,Agro-natural fields,0.838692406625145,1,Species observed
LISAH,BDC_VSF_P28,CONVENTIONNELLE,vigne,3.37762734594593,43.4751868204189,MONTPELLIER,3.37762734594593|43.4751868204189,10.8297061920166,Agro-natural fields,0.838692406625145,1,Species observed
"","",CONVENTIONNELLE,grande_culture,1.23061779067872,48.2816721572294,SCARABEE,1.23061779067872|48.2816721572294,7.20552968978882,Extensive fields,0.0053656825909304,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.43826277302363,48.2766176876325,SCARABEE,1.43826277302363|48.2766176876325,7.39180898666382,Extensive fields,0.0135069079726934,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.12213037750632,48.4214324761385,SCARABEE,1.12213037750632|48.4214324761385,6.96184682846069,Extensive fields,0.00159264396731042,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.18988249964783,48.3600452690172,SCARABEE,1.18988249964783|48.3600452690172,7.05007314682007,Extensive fields,0.00247352540735738,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.3499278342194,48.3489781067168,SCARABEE,1.3499278342194|48.3489781067168,7.19783926010132,Extensive fields,0.00516432225936888,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.69067384669038,48.637249186989,SCARABEE,1.69067384669038|48.637249186989,7.14501333236694,Extensive fields,0.00397030822408897,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.74360421275396,48.5100590921164,SCARABEE,1.74360421275396|48.5100590921164,7.20101308822632,Extensive fields,0.00524649593592677,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.50754390913461,48.4942534191196,SCARABEE,1.50754390913461|48.4942534191196,7.10228872299194,Extensive fields,0.00320908115828059,0,Species not observed
"","",AB,grande_culture,1.43361954346491,48.8017210033797,SCARABEE,1.43361954346491|48.8017210033797,7.21044301986694,Extensive fields,0.00549839817172316,0,Species not observed
"","",AB,grande_culture,1.53157080894936,48.8292041959792,SCARABEE,1.53157080894936|48.8292041959792,7.19228506088257,Extensive fields,0.00502358757675961,0,Species not observed
"","",AB,grande_culture,1.42902573104745,48.7686399819484,SCARABEE,1.42902573104745|48.7686399819484,7.21044301986694,Extensive fields,0.00549839817172316,0,Species not observed
"","",AB,grande_culture,1.50152643049745,48.7361389513327,SCARABEE,1.50152643049745|48.7361389513327,7.23000478744507,Extensive fields,0.00605994566911913,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.40605419790971,48.8188414539155,SCARABEE,1.40605419790971|48.8188414539155,7.21044301986694,Extensive fields,0.00549839817172316,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.99172891023222,48.4745486832897,SCARABEE,1.99172891023222|48.4745486832897,7.23046255111694,Extensive fields,0.00607374732917131,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,2.09453983979961,48.4637557193051,SCARABEE,2.09453983979961|48.4637557193051,7.35979604721069,Extensive fields,0.0115321222673971,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,2.10512427124218,48.683060926134,SCARABEE,2.10512427124218|48.683060926134,7.13814687728882,Extensive fields,0.0038368259908992,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.55270549309446,48.9369430612827,SCARABEE,1.55270549309446|48.9369430612827,7.17302846908569,Extensive fields,0.00456456223159245,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,1.58191547741323,48.9945930347891,SCARABEE,1.58191547741323|48.9945930347891,7.17302846908569,Extensive fields,0.00456456223159245,0,Species not observed
"","",AB,grande_culture,2.00318147905765,48.8651287277673,SCARABEE,2.00318147905765|48.8651287277673,7.15902090072632,Extensive fields,0.00425712296714845,0,Species not observed
"","",CONVENTIONNELLE,grande_culture,2.0470399627431,48.8282322610002,SCARABEE,2.0470399627431|48.8282322610002,7.25740957260132,Extensive fields,0.00694370309374898,0,Species not observed
"",BVD_1,CONVENTIONNELLE,verger,4.97177321689187,43.8129139966056,DYNAFOR,4.97177321689187|43.8129139966056,10.5519962310791,Agro-natural fields,0.564631659376199,1,Species observed
"",BVD_2,CONVENTIONNELLE,verger,4.83127366651499,43.8146562750384,DYNAFOR,4.83127366651499|43.8146562750384,10.7248783111572,Agro-natural fields,0.754802396063899,1,Species observed
"",BVD_3,CONVENTIONNELLE,verger,4.79802540279852,43.8041924886992,DYNAFOR,4.79802540279852|43.8041924886992,10.7248783111572,Agro-natural fields,0.754802396063899,0,Species not observed
"",BVD_4,CONVENTIONNELLE,verger,5.07770600606112,43.8081796687899,DYNAFOR,5.07770600606112|43.8081796687899,9.89071083068848,Agro-natural fields,0.0453711646890282,0,Species not observed
"",BVD_5,AB,verger,5.03772197814637,43.8222512815952,DYNAFOR,5.03772197814637|43.8222512815952,9.89071083068848,Agro-natural fields,0.0453711646890282,0,Species not observed
"",BVD_6,AB,verger,4.94251593807793,43.8421729784152,DYNAFOR,4.94251593807793|43.8421729784152,10.5519962310791,Agro-natural fields,0.564631659376199,1,Species observed
"",BVD_7,AB,verger,4.87822427568407,43.7867509030803,DYNAFOR,4.87822427568407|43.7867509030803,10.7248783111572,Agro-natural fields,0.754802396063899,1,Species observed
"",BVD_8,AB,verger,4.89678092710113,43.7031112697575,DYNAFOR,4.89678092710113|43.7031112697575,10.2317752838135,Agro-natural fields,0.207325346808707,0,Species not observed
"",BVD_9,CONVENTIONNELLE,verger,4.91394531229199,43.8838875977478,DYNAFOR,4.91394531229199|43.8838875977478,10.5234622955322,Agro-natural fields,0.529294281501972,1,Species observed
"",BVD_10,CONVENTIONNELLE,verger,4.98840803346361,43.8971541835766,DYNAFOR,4.98840803346361|43.8971541835766,10.5234622955322,Agro-natural fields,0.529294281501972,1,Species observed
"",BVD_11,CONVENTIONNELLE,verger,4.84269882399689,43.7636237630378,DYNAFOR,4.84269882399689|43.7636237630378,10.5859317779541,Agro-natural fields,0.605792211517663,1,Species observed
"",BVD_12,AB,verger,4.95229783105523,43.847670296769,DYNAFOR,4.95229783105523|43.847670296769,10.5519962310791,Agro-natural fields,0.564631659376199,1,Species observed
"",BVD_13,AB,verger,4.87468518227072,43.8343803087069,DYNAFOR,4.87468518227072|43.8343803087069,10.7248783111572,Agro-natural fields,0.754802396063899,1,Species observed
"",BVD_14,CONVENTIONNELLE,verger,4.98562785450359,43.8453623468378,DYNAFOR,4.98562785450359|43.8453623468378,10.5519962310791,Agro-natural fields,0.564631659376199,0,Species not observed
"",BVD_15,AB,verger,5.05042528822354,43.7724359491334,DYNAFOR,5.05042528822354|43.7724359491334,10.070520401001,Agro-natural fields,0.104574621097246,0,Species not observed
"",BVD_16,AB,verger,4.87278808241348,43.8753783092475,DYNAFOR,4.87278808241348|43.8753783092475,10.6670169830322,Agro-natural fields,0.697429033644451,1,Species observed
"",BVD_17,AB,verger,4.95145602118793,43.9365175442826,DYNAFOR,4.95145602118793|43.9365175442826,10.5234622955322,Agro-natural fields,0.529294281501972,1,Species observed
"",BVD_18,AB,verger,4.83529894164438,43.7853001939577,DYNAFOR,4.83529894164438|43.7853001939577,10.7248783111572,Agro-natural fields,0.754802396063899,1,Species observed
"",BVD_19,AB,verger,4.97946035789414,43.8363586056637,DYNAFOR,4.97946035789414|43.8363586056637,10.5519962310791,Agro-natural fields,0.564631659376199,0,Species not observed
"",BVD_20,AB,verger,4.97022522562326,43.8119548091701,DYNAFOR,4.97022522562326|43.8119548091701,10.5519962310791,Agro-natural fields,0.564631659376199,0,Species not observed
"",BVD_21,AB,verger,4.99969129393868,43.8469712714765,DYNAFOR,4.99969129393868|43.8469712714765,10.5519962310791,Agro-natural fields,0.564631659376199,0,Species not observed
"",BVD_22,CONVENTIONNELLE,verger,5.13336733789523,43.7521791370639,DYNAFOR,5.13336733789523|43.7521791370639,10.070520401001,Agro-natural fields,0.104574621097246,0,Species not observed
"",BVD_23,CONVENTIONNELLE,verger,5.23459215737767,43.7889968852984,DYNAFOR,5.23459215737767|43.7889968852984,9.00661659240723,Agro-natural fields,0.000571361434932555,0,Species not observed
"",BVD_24,CONVENTIONNELLE,verger,5.04975859670239,43.774733234434,DYNAFOR,5.04975859670239|43.774733234434,10.070520401001,Agro-natural fields,0.104574621097246,0,Species not observed
"",BVD_25,AB,verger,5.04447055100522,43.8872852901869,DYNAFOR,5.04447055100522|43.8872852901869,9.8331241607666,Agro-natural fields,0.034410428534226,0,Species not observed
"",BVD_26,AB,verger,4.75134973650057,43.8826999288159,DYNAFOR,4.75134973650057|43.8826999288159,10.5421390533447,Agro-natural fields,0.552479817664981,1,Species observed
"",BVD_27,AB,verger,4.82284748821138,43.832542950951,DYNAFOR,4.82284748821138|43.832542950951,10.7248783111572,Agro-natural fields,0.754802396063899,1,Species observed
"",BVD_28,CONVENTIONNELLE,verger,4.9071790283612,43.9184689478251,DYNAFOR,4.9071790283612|43.9184689478251,10.5234622955322,Agro-natural fields,0.529294281501972,0,Species not observed
"",BVD_29,AB,verger,4.89555719891426,43.8303685869938,DYNAFOR,4.89555719891426|43.8303685869938,10.5519962310791,Agro-natural fields,0.564631659376199,0,Species not observed
"",BVD_30,AB,verger,5.02780712135675,43.8029311471077,DYNAFOR,5.02780712135675|43.8029311471077,9.89071083068848,Agro-natural fields,0.0453711646890282,0,Species not observed
"",BVD_31,AB,verger,4.96623473895552,43.9014568063548,DYNAFOR,4.96623473895552|43.9014568063548,10.5234622955322,Agro-natural fields,0.529294281501972,0,Species not observed
"",BVD_32,CONVENTIONNELLE,verger,5.08373527892823,43.8261171789764,DYNAFOR,5.08373527892823|43.8261171789764,9.89071083068848,Agro-natural fields,0.0453711646890282,0,Species not observed
"",BVD_33,AB,verger,4.82785341088639,43.8274560040276,DYNAFOR,4.82785341088639|43.8274560040276,10.7248783111572,Agro-natural fields,0.754802396063899,1,Species observed
"",BVD_34,AB,verger,4.83496775092293,43.8018169283157,DYNAFOR,4.83496775092293|43.8018169283157,10.7248783111572,Agro-natural fields,0.754802396063899,1,Species observed
"",BVD_35,AB,verger,4.94949214827941,43.7712080818615,DYNAFOR,4.94949214827941|43.7712080818615,10.2317752838135,Agro-natural fields,0.207325346808707,1,Species observed
"",VCG_01,CONVENTIONNELLE,grande_culture,1.04597162154828,43.1974237575178,VCG,1.04597162154828|43.1974237575178,8.42409706115723,Extensive fields,0.704846670002422,1,Species observed
"",VCG_02,CONVENTIONNELLE,grande_culture,1.02056121200236,43.3471574621901,VCG,1.02056121200236|43.3471574621901,8.61480140686035,Extensive fields,0.861046245053573,0,Species not observed
"",VCG_03,CONVENTIONNELLE,grande_culture,1.14291698570568,43.3565130103289,VCG,1.14291698570568|43.3565130103289,8.90786170959473,Extensive fields,0.964060204285619,1,Species observed
"",VCG_04,CONVENTIONNELLE,grande_culture,1.10214592777178,43.395125573493,VCG,1.10214592777178|43.395125573493,8.61480140686035,Extensive fields,0.861046245053573,1,Species observed
"",VCG_05,CONVENTIONNELLE,grande_culture,1.03188748103033,43.3520019784979,VCG,1.03188748103033|43.3520019784979,8.61480140686035,Extensive fields,0.861046245053573,0,Species not observed
"",VCG_06,CONVENTIONNELLE,grande_culture,1.10665176464216,43.2575303415596,VCG,1.10665176464216|43.2575303415596,8.62264442443848,Extensive fields,0.865672070760994,0,Species not observed
"",VCG_07,CONVENTIONNELLE,grande_culture,0.876992700232778,43.3093232929421,VCG,0.876992700232778|43.3093232929421,8.44570350646973,Extensive fields,0.726813963339834,1,Species observed
"",VCG_08,CONVENTIONNELLE,grande_culture,0.881982397182998,43.4182735819089,VCG,0.881982397182998|43.4182735819089,8.67281532287598,Extensive fields,0.892263841541967,1,Species observed
"",VCG_09,CONVENTIONNELLE,grande_culture,0.918623338327199,43.4292168192666,VCG,0.918623338327199|43.4292168192666,8.86739540100098,Extensive fields,0.956352351519671,1,Species observed
"",VCG_10,CONVENTIONNELLE,grande_culture,0.795792312153744,43.3499206517104,VCG,0.795792312153744|43.3499206517104,8.7026309967041,Extensive fields,0.905779232412565,1,Species observed
"",VCG_11,AB,grande_culture,1.04583521508669,43.3961248808755,VCG,1.04583521508669|43.3961248808755,8.61480140686035,Extensive fields,0.861046245053573,1,Species observed
"",VCG_12,AB,grande_culture,0.838680260545955,43.3910078993224,VCG,0.838680260545955|43.3910078993224,8.7026309967041,Extensive fields,0.905779232412565,1,Species observed
"",VCG_13,AB,grande_culture,0.905338638056444,43.391018932952,VCG,0.905338638056444|43.391018932952,8.67281532287598,Extensive fields,0.892263841541967,1,Species observed
"",VCG_14,AB,grande_culture,1.04525468100482,43.4032327819752,VCG,1.04525468100482|43.4032327819752,8.61480140686035,Extensive fields,0.861046245053573,1,Species observed
"",VCG_15,AB,grande_culture,1.05347566118425,43.5132952633059,VCG,1.05347566118425|43.5132952633059,8.9027042388916,Extensive fields,0.963155949791367,1,Species observed
"",VCG_16,AB,grande_culture,0.996689697898971,43.4234623615715,VCG,0.996689697898971|43.4234623615715,8.70107460021973,Extensive fields,0.905112992549256,1,Species observed
"",VCG_17,CONVENTIONNELLE,grande_culture,0.993244271611835,43.4105174828809,VCG,0.993244271611835|43.4105174828809,8.61480140686035,Extensive fields,0.861046245053573,1,Species observed
"",ZAAR_P1,CONVENTIONNELLE,grande_culture,-1.48817634476643,48.0795585656776,ZAAR,-1.48817634476643|48.0795585656776,8.31096839904785,Extensive fields,0.575625753983114,1,Species observed
"",ZAAR_P10,CONVENTIONNELLE,grande_culture,-1.38387109440091,48.0487292338004,ZAAR,-1.38387109440091|48.0487292338004,8.22512245178223,Extensive fields,0.468943097907241,0,Species not observed
"",ZAAR_P16,CONVENTIONNELLE,grande_culture,-1.4507209948267,47.8155839100701,ZAAR,-1.4507209948267|47.8155839100701,8.33431434631348,Extensive fields,0.603859290184702,0,Species not observed
"",ZAAR_P17,AB,grande_culture,-1.429047292861,48.0674824043611,ZAAR,-1.429047292861|48.0674824043611,8.22512245178223,Extensive fields,0.468943097907241,1,Species observed
"",ZAAR_P18,CONVENTIONNELLE,grande_culture,-1.36941955979221,48.0647205207248,ZAAR,-1.36941955979221|48.0647205207248,8.22512245178223,Extensive fields,0.468943097907241,1,Species observed
"",ZAAR_P19,CONVENTIONNELLE,grande_culture,-1.35615738361521,48.0356508279769,ZAAR,-1.35615738361521|48.0356508279769,8.22512245178223,Extensive fields,0.468943097907241,0,Species not observed
"",ZAAR_P2,CONVENTIONNELLE,grande_culture,-1.30698084063092,48.076981483763,ZAAR,-1.30698084063092|48.076981483763,8.10112953186035,Extensive fields,0.322053140787134,0,Species not observed
"",ZAAR_P4,CONVENTIONNELLE,grande_culture,-1.50485764457169,48.0106923829979,ZAAR,-1.50485764457169|48.0106923829979,8.30697059631348,Extensive fields,0.570735593271255,0,Species not observed
"",ZAAR_P8,CONVENTIONNELLE,grande_culture,-1.90651077611262,47.9413119962081,ZAAR,-1.90651077611262|47.9413119962081,8.27947425842285,Extensive fields,0.536776287245882,0,Species not observed
"",ZAAR_R01,CONVENTIONNELLE,grande_culture,-1.46572464975208,48.1432226414917,ZAAR,-1.46572464975208|48.1432226414917,8.09908485412598,Extensive fields,0.319825090806143,0,Species not observed
"",ZAAR_R06,CONVENTIONNELLE,grande_culture,-1.3431909973245,48.0841037236847,ZAAR,-1.3431909973245|48.0841037236847,8.10112953186035,Extensive fields,0.322053140787134,1,Species observed
"",ZAAR_R07,CONVENTIONNELLE,grande_culture,-1.35143623942625,47.973145963258,ZAAR,-1.35143623942625|47.973145963258,8.21212196350098,Extensive fields,0.452793472927337,1,Species observed
"",ZAAR_R08,CONVENTIONNELLE,grande_culture,-1.43731164541693,47.9902428165984,ZAAR,-1.43731164541693|47.9902428165984,8.2916202545166,Extensive fields,0.551838376368955,0,Species not observed
"",ZAAR_R09,CONVENTIONNELLE,grande_culture,-1.24922443003026,48.0655646229733,ZAAR,-1.24922443003026|48.0655646229733,8.10112953186035,Extensive fields,0.322053140787134,0,Species not observed
"",ZAAR_R11,AB,grande_culture,-1.51502450365612,48.035769499121,ZAAR,-1.51502450365612|48.035769499121,8.31096839904785,Extensive fields,0.575625753983114,1,Species observed
"",ZAAR_R12,AB,grande_culture,-1.61902606909795,47.9598260758353,ZAAR,-1.61902606909795|47.9598260758353,8.34786415100098,Extensive fields,0.619946406531384,1,Species observed
"",ZAAR_R13,CONVENTIONNELLE,grande_culture,-1.61175464483133,47.7760891733227,ZAAR,-1.61175464483133|47.7760891733227,8.42006874084473,Extensive fields,0.700639237308055,1,Species observed
"",ZAAR_R14,AB,grande_culture,-1.6621674150107,47.9037385187097,ZAAR,-1.6621674150107|47.9037385187097,8.40047645568848,Extensive fields,0.679697563997052,0,Species not observed
"",ZAAR_R15,CONVENTIONNELLE,prairie,-1.90272556747756,47.8069375909437,ZAAR,-1.90272556747756|47.8069375909437,8.57402992248535,Agro-natural fields,6.57325630856264e-05,0,Species not observed
"",ZAAR_R16,AB,grande_culture,-1.88723446703824,47.8363347906402,ZAAR,-1.88723446703824|47.8363347906402,8.57402992248535,Extensive fields,0.834815762157954,0,Species not observed
"",ZAAR_R17,CONVENTIONNELLE,grande_culture,-2.02696541017078,47.8895407414231,ZAAR,-2.02696541017078|47.8895407414231,8.49788856506348,Extensive fields,0.775467015060509,1,Species observed
"",ZAAR_R18,CONVENTIONNELLE,grande_culture,-1.9290513944485,47.8954705147025,ZAAR,-1.9290513944485|47.8954705147025,8.4898624420166,Extensive fields,0.768402406899709,0,Species not observed
"",ZAAR_R19,CONVENTIONNELLE,grande_culture,-1.92276735789627,47.9525632429865,ZAAR,-1.92276735789627|47.9525632429865,8.27947425842285,Extensive fields,0.536776287245882,0,Species not observed
"",ZAAR_R20,CONVENTIONNELLE,grande_culture,-2.04786348487977,48.0370008900806,ZAAR,-2.04786348487977|48.0370008900806,8.12514686584473,Extensive fields,0.348811913938326,0,Species not observed
